"iso3c","year","loss"
"ETH",2021,19751
"FLK",2001,0
"FLK",2002,0
"FLK",2003,0
"FLK",2004,0
"FLK",2005,0
"FLK",2006,0
"FLK",2007,0
"FLK",2008,0
"FLK",2009,0
"FLK",2010,0
"FLK",2011,0
"FLK",2012,0
"FLK",2013,0
"FLK",2014,0
"FLK",2015,0
"FLK",2016,0
"FLK",2017,0
"FLK",2018,0
"FLK",2019,0
"FLK",2020,0
"FLK",2021,0
"FRO",2001,0
"FRO",2002,0
"FRO",2003,0
"FRO",2004,0
"FRO",2005,0
"FRO",2006,0
"FRO",2007,0
"FRO",2008,0
"FRO",2009,0
"FRO",2010,0
"FRO",2011,0
"FRO",2012,0
"FRO",2013,0
"FRO",2014,0
"FRO",2015,0
"FRO",2016,0
"FRO",2017,0
"FRO",2018,0
"FRO",2019,0
"FRO",2020,0
"FRO",2021,0
"FJI",2001,1098
"FJI",2002,703
"FJI",2003,1572
"FJI",2004,2080
"FJI",2005,1666
"FJI",2006,1874
"FJI",2007,2148
"FJI",2008,2387
"FJI",2009,1791
"FJI",2010,2347
"FJI",2011,553
"FJI",2012,1220
"FJI",2013,2699
"FJI",2014,3689
"FJI",2015,1838
"FJI",2016,8373
"FJI",2017,3092
"FJI",2018,1367
"FJI",2019,1456
"FJI",2020,2067
"FJI",2021,7199
"FIN",2001,151003
"FIN",2002,142432
"FIN",2003,89697
"FIN",2004,146602
"FIN",2005,230334
"FIN",2006,182295
"FIN",2007,151915
"FIN",2008,200192
"FIN",2009,176320
"FIN",2010,167507
"FIN",2011,159355
"FIN",2012,160310
"FIN",2013,148661
"FIN",2014,186629
"FIN",2015,172639
"FIN",2016,240428
"FIN",2017,336199
"FIN",2018,269955
"FIN",2019,289910
"FIN",2020,254473
"FIN",2021,266899
"FRA",2001,34421
"FRA",2002,33888
"FRA",2003,26393
"FRA",2004,76134
"FRA",2005,46391
"FRA",2006,55049
"FRA",2007,49246
"FRA",2008,86955
"FRA",2009,67054
"FRA",2010,143265
"FRA",2011,64074
"FRA",2012,67303
"FRA",2013,30352
"FRA",2014,44359
"FRA",2015,37293
"FRA",2016,60768
"FRA",2017,69249
"FRA",2018,69201
"FRA",2019,81304
"FRA",2020,77746
"FRA",2021,112886
"GUF",2001,3033
"GUF",2002,2497
"GUF",2003,1889
"GUF",2004,4805
"GUF",2005,2841
"GUF",2006,2535
"GUF",2007,3328
"GUF",2008,5223
"GUF",2009,2862
"GUF",2010,3206
"GUF",2011,2709
"GUF",2012,9773
"GUF",2013,2968
"GUF",2014,4196
"GUF",2015,2868
"GUF",2016,6127
"GUF",2017,4144
"GUF",2018,3739
"GUF",2019,3298
"GUF",2020,4289
"GUF",2021,2205
"ATF",2001,0
"ATF",2002,0
"ATF",2003,0
"ATF",2004,0
"ATF",2005,0
"ATF",2006,0
"ATF",2007,0
"ATF",2008,0
"ATF",2009,0
"ATF",2010,6
"ATF",2011,0
"ATF",2012,0
"ATF",2013,0
"ATF",2014,0
"ATF",2015,0
"ATF",2016,0
"ATF",2017,0
"ATF",2018,0
"ATF",2019,0
"ATF",2020,0
"ATF",2021,0
"GAB",2001,15083
"GAB",2002,13852
"GAB",2003,16845
"GAB",2004,9982
"GAB",2005,17699
"GAB",2006,19301
"GAB",2007,16501
"GAB",2008,17367
"GAB",2009,18252
"GAB",2010,10674
"GAB",2011,18161
"GAB",2012,17476
"GAB",2013,44449
"GAB",2014,48752
"GAB",2015,25473
"GAB",2016,32151
"GAB",2017,38644
"GAB",2018,26788
"GAB",2019,28561
"GAB",2020,22022
"GAB",2021,18318
"GMB",2001,3
"GMB",2002,40
"GMB",2003,11
"GMB",2004,63
"GMB",2005,6
"GMB",2006,6
"GMB",2007,50
"GMB",2008,297
"GMB",2009,9
"GMB",2010,24
"GMB",2011,30
"GMB",2012,41
"GMB",2013,12
"GMB",2014,17
"GMB",2015,10
"GMB",2016,5
"GMB",2017,8
"GMB",2018,6
"GMB",2019,20
"GMB",2020,10
"GMB",2021,19
"GEO",2001,667
"GEO",2002,536
"GEO",2003,292
"GEO",2004,1967
"GEO",2005,549
"GEO",2006,531
"GEO",2007,992
"GEO",2008,746
"GEO",2009,448
"GEO",2010,819
"GEO",2011,540
"GEO",2012,473
"GEO",2013,252
"GEO",2014,114
"GEO",2015,43
"GEO",2016,523
"GEO",2017,208
"GEO",2018,300
"GEO",2019,166
"GEO",2020,222
"GEO",2021,420
"DEU",2001,15286
"DEU",2002,15303
"DEU",2003,6449
"DEU",2004,44940
"DEU",2005,39739
"DEU",2006,42653
"DEU",2007,93224
"DEU",2008,61696
"DEU",2009,28762
"DEU",2010,75678
"DEU",2011,34272
"DEU",2012,26007
"DEU",2013,15499
"DEU",2014,21169
"DEU",2015,12929
"DEU",2016,26877
"DEU",2017,33000
"DEU",2018,52237
"DEU",2019,108233
"DEU",2020,186940
"DEU",2021,202278
"GHA",2001,43644
"GHA",2002,78395
"GHA",2003,24955
"GHA",2004,17625
"GHA",2005,41346
"GHA",2006,27136
"GHA",2007,40172
"GHA",2008,37849
"GHA",2009,38253
"GHA",2010,19500
"GHA",2011,36243
"GHA",2012,36626
"GHA",2013,81228
"GHA",2014,120298
"GHA",2015,57407
"GHA",2016,119245
"GHA",2017,115286
"GHA",2018,151446
"GHA",2019,88257
"GHA",2020,136599
"GHA",2021,101379
"GIB",2001,0
"GIB",2002,0
"GIB",2003,0
"GIB",2004,0
"GIB",2005,0
"GIB",2006,0
"GIB",2007,0
"GIB",2008,0
"GIB",2009,0
"GIB",2010,0
"GIB",2011,0
"GIB",2012,0
"GIB",2013,0
"GIB",2014,0
"GIB",2015,0
"GIB",2016,0
"GIB",2017,0
"GIB",2018,0
"GIB",2019,0
"GIB",2020,0
"GIB",2021,0
"GRC",2001,12617
"GRC",2002,5126
"GRC",2003,2563
"GRC",2004,6814
"GRC",2005,4181
"GRC",2006,7346
"GRC",2007,46062
"GRC",2008,21197
"GRC",2009,6564
"GRC",2010,7785
"GRC",2011,6199
"GRC",2012,13242
"GRC",2013,5907
"GRC",2014,3803
"GRC",2015,3840
"GRC",2016,6034
"GRC",2017,8907
"GRC",2018,7122
"GRC",2019,7604
"GRC",2020,5427
"GRC",2021,49039
"GRL",2001,0
"GRL",2002,0
"GRL",2003,0
"GRL",2004,0
"GRL",2005,0
"GRL",2006,0
"GRL",2007,0
"GRL",2008,0
"GRL",2009,0
"GRL",2010,0
"GRL",2011,0
"GRL",2012,0
"GRL",2013,0
"GRL",2014,0
"GRL",2015,0
"GRL",2016,0
"GRL",2017,0
"GRL",2018,0
"GRL",2019,0
"GRL",2020,0
"GRL",2021,0
"GRD",2001,33
"GRD",2002,66
"GRD",2003,71
"GRD",2004,631
"GRD",2005,47
"GRD",2006,32
"GRD",2007,68
"GRD",2008,64
"GRD",2009,94
"GRD",2010,160
"GRD",2011,40
"GRD",2012,40
"GRD",2013,25
"GRD",2014,84
"GRD",2015,7
"GRD",2016,59
"GRD",2017,28
"GRD",2018,110
"GRD",2019,21
"GRD",2020,18
"GRD",2021,16
"GLP",2001,321
"GLP",2002,51
"GLP",2003,77
"GLP",2004,191
"GLP",2005,223
"GLP",2006,62
"GLP",2007,158
"GLP",2008,135
"GLP",2009,118
"GLP",2010,127
"GLP",2011,74
"GLP",2012,295
"GLP",2013,170
"GLP",2014,198
"GLP",2015,71
"GLP",2016,70
"GLP",2017,60
"GLP",2018,101
"GLP",2019,70
"GLP",2020,52
"GLP",2021,68
"GTM",2001,53310
"GTM",2002,55601
"GTM",2003,98174
"GTM",2004,56449
"GTM",2005,100829
"GTM",2006,52558
"GTM",2007,126557
"GTM",2008,77173
"GTM",2009,86944
"GTM",2010,59668
"GTM",2011,40587
"GTM",2012,84044
"GTM",2013,55149
"GTM",2014,61831
"GTM",2015,54147
"GTM",2016,178397
"GTM",2017,79732
"GTM",2018,71161
"GTM",2019,90198
"GTM",2020,98556
"GTM",2021,49896
"GGY",2001,1
"GGY",2002,0
"GGY",2003,0
"GGY",2004,0
"GGY",2005,0
"GGY",2006,0
"GGY",2007,0
"GGY",2008,0
"GGY",2009,1
"GGY",2010,0
"GGY",2011,1
"GGY",2012,1
"GGY",2013,0
"GGY",2014,0
"GGY",2015,0
"GGY",2016,0
"GGY",2017,0
"GGY",2018,0
"GGY",2019,0
"GGY",2020,0
"GGY",2021,1
"GIN",2001,18572
"GIN",2002,28933
"GIN",2003,9229
"GIN",2004,17158
"GIN",2005,14581
"GIN",2006,15306
"GIN",2007,33821
"GIN",2008,21481
"GIN",2009,23388
"GIN",2010,16046
"GIN",2011,27638
"GIN",2012,24486
"GIN",2013,146184
"GIN",2014,132716
"GIN",2015,161820
"GIN",2016,216012
"GIN",2017,231588
"GIN",2018,182895
"GIN",2019,193690
"GIN",2020,178407
"GIN",2021,167377
"GNB",2001,2362
"GNB",2002,6074
"GNB",2003,1022
"GNB",2004,3539
"GNB",2005,3928
"GNB",2006,2018
"GNB",2007,6044
"GNB",2008,3248
"GNB",2009,7964
"GNB",2010,4900
"GNB",2011,4284
"GNB",2012,3511
"GNB",2013,20704
"GNB",2014,12859
"GNB",2015,12661
"GNB",2016,16120
"GNB",2017,16437
"GNB",2018,14394
"GNB",2019,15623
"GNB",2020,17108
"GNB",2021,13685
"GUY",2001,10040
"GUY",2002,4827
"GUY",2003,7419
"GUY",2004,4062
"GUY",2005,5832
"GUY",2006,5934
"GUY",2007,5250
"GUY",2008,9460
"GUY",2009,8267
"GUY",2010,10099
"GUY",2011,8363
"GUY",2012,13112
"GUY",2013,7117
"GUY",2014,12154
"GUY",2015,13084
"GUY",2016,26512
"GUY",2017,19434
"GUY",2018,11761
"GUY",2019,22324
"GUY",2020,15770
"GUY",2021,9537
"HTI",2001,2469
"HTI",2002,2120
"HTI",2003,1070
"HTI",2004,2383
"HTI",2005,2033
"HTI",2006,1163
"HTI",2007,2077
"HTI",2008,2192
"HTI",2009,2465
"HTI",2010,2084
"HTI",2011,2564
"HTI",2012,4273
"HTI",2013,3181
"HTI",2014,3859
"HTI",2015,3088
"HTI",2016,17267
"HTI",2017,5499
"HTI",2018,4132
"HTI",2019,4395
"HTI",2020,3802
"HTI",2021,2414
"HND",2001,42380
"HND",2002,31528
"HND",2003,33625
"HND",2004,26455
"HND",2005,40472
"HND",2006,41631
"HND",2007,42412
"HND",2008,43299
"HND",2009,51514
"HND",2010,46085
"HND",2011,52572
"HND",2012,32305
"HND",2013,43632
"HND",2014,57482
"HND",2015,50242
"HND",2016,188443
"HND",2017,113474
"HND",2018,76254
"HND",2019,81416
"HND",2020,93649
"HND",2021,69498
"HKG",2001,8
"HKG",2002,16
"HKG",2003,7
"HKG",2004,19
"HKG",2005,9
"HKG",2006,21
"HKG",2007,30
"HKG",2008,27
"HKG",2009,50
"HKG",2010,13
"HKG",2011,15
"HKG",2012,14
"HKG",2013,5
"HKG",2014,28
"HKG",2015,24
"HKG",2016,43
"HKG",2017,92
"HKG",2018,156
"HKG",2019,25
"HKG",2020,73
"HKG",2021,58
"HUN",2001,7522
"HUN",2002,7711
"HUN",2003,5733
"HUN",2004,12009
"HUN",2005,10398
"HUN",2006,7990
"HUN",2007,9361
"HUN",2008,8912
"HUN",2009,10072
"HUN",2010,11255
"HUN",2011,8225
"HUN",2012,11922
"HUN",2013,8952
"HUN",2014,15140
"HUN",2015,10720
"HUN",2016,14021
"HUN",2017,14109
"HUN",2018,13799
"HUN",2019,14398
"HUN",2020,12014
"HUN",2021,13753
"ISL",2001,0
"ISL",2002,0
"ISL",2003,0
"ISL",2004,0
"ISL",2005,0
"ISL",2006,0
"ISL",2007,0
"ISL",2008,0
"ISL",2009,0
"ISL",2010,0
"ISL",2011,0
"ISL",2012,0
"ISL",2013,0
"ISL",2014,0
"ISL",2015,0
"ISL",2016,0
"ISL",2017,0
"ISL",2018,0
"ISL",2019,0
"ISL",2020,0
"ISL",2021,0
"IND",2001,62361
"IND",2002,53005
"IND",2003,47751
"IND",2004,74129
"IND",2005,62505
"IND",2006,67411
"IND",2007,73907
"IND",2008,85953
"IND",2009,79203
"IND",2010,51317
"IND",2011,88460
"IND",2012,95069
"IND",2013,80866
"IND",2014,139138
"IND",2015,116308
"IND",2016,175362
"IND",2017,189421
"IND",2018,132233
"IND",2019,121154
"IND",2020,137716
"IND",2021,132748
"IDN",2001,744088
"IDN",2002,855276
"IDN",2003,544810
"IDN",2004,1289043
"IDN",2005,1182442
"IDN",2006,1433150
"IDN",2007,1387625
"IDN",2008,1396251
"IDN",2009,1944963
"IDN",2010,1279332
"IDN",2011,1543629
"IDN",2012,2260261
"IDN",2013,1139299
"IDN",2014,1894361
"IDN",2015,1746471
"IDN",2016,2422072
"IDN",2017,1300719
"IDN",2018,1218733
"IDN",2019,1176884
"IDN",2020,961588
"IDN",2021,841391
"IRN",2001,332
"IRN",2002,558
"IRN",2003,327
"IRN",2004,276
"IRN",2005,173
"IRN",2006,141
"IRN",2007,131
"IRN",2008,374
"IRN",2009,191
"IRN",2010,196
"IRN",2011,239
"IRN",2012,407
"IRN",2013,72
"IRN",2014,78
"IRN",2015,0
"IRN",2016,2
"IRN",2017,110
"IRN",2018,68
"IRN",2019,144
"IRN",2020,20
"IRN",2021,21
"IRQ",2001,16
"IRQ",2002,11
"IRQ",2003,20
"IRQ",2004,4
"IRQ",2005,5
"IRQ",2006,6
"IRQ",2007,10
"IRQ",2008,18
"IRQ",2009,16
"IRQ",2010,13
"IRQ",2011,3
"IRQ",2012,9
"IRQ",2013,3
"IRQ",2014,1
"IRQ",2015,0
"IRQ",2016,0
"IRQ",2017,1
"IRQ",2018,0
"IRQ",2019,0
"IRQ",2020,0
"IRQ",2021,0
"IRL",2001,9559
"IRL",2002,5298
"IRL",2003,2263
"IRL",2004,6866
"IRL",2005,8094
"IRL",2006,5248
"IRL",2007,11682
"IRL",2008,6924
"IRL",2009,7231
"IRL",2010,3855
"IRL",2011,3109
"IRL",2012,5826
"IRL",2013,4773
"IRL",2014,5718
"IRL",2015,4484
"IRL",2016,9388
"IRL",2017,6129
"IRL",2018,8380
"IRL",2019,10370
"IRL",2020,6207
"IRL",2021,8780
"IMN",2001,16
"IMN",2002,14
"IMN",2003,2
"IMN",2004,9
"IMN",2005,11
"IMN",2006,26
"IMN",2007,30
"IMN",2008,0
"IMN",2009,47
"IMN",2010,50
"IMN",2011,12
"IMN",2012,31
"IMN",2013,17
"IMN",2014,43
"IMN",2015,11
"IMN",2016,18
"IMN",2017,18
"IMN",2018,12
"IMN",2019,20
"IMN",2020,7
"IMN",2021,14
"ISR",2001,146
"ISR",2002,112
"ISR",2003,30
"ISR",2004,68
"ISR",2005,137
"ISR",2006,132
"ISR",2007,48
"ISR",2008,65
"ISR",2009,93
"ISR",2010,89
"ISR",2011,1065
"ISR",2012,49
"ISR",2013,46
"ISR",2014,122
"ISR",2015,51
"ISR",2016,65
"ISR",2017,100
"ISR",2018,40
"ISR",2019,54
"ISR",2020,46
"ISR",2021,29
"ITA",2001,9871
"ITA",2002,10931
"ITA",2003,3613
"ITA",2004,17225
"ITA",2005,10896
"ITA",2006,8902
"ITA",2007,11590
"ITA",2008,15154
"ITA",2009,14793
"ITA",2010,15806
"ITA",2011,11451
"ITA",2012,21489
"ITA",2013,15525
"ITA",2014,19833
"ITA",2015,14124
"ITA",2016,24722
"ITA",2017,34095
"ITA",2018,38844
"ITA",2019,59705
"ITA",2020,28246
"ITA",2021,28264
"JAM",2001,1246
"JAM",2002,1648
"JAM",2003,1029
"JAM",2004,3901
"JAM",2005,7598
"JAM",2006,2798
"JAM",2007,1270
"JAM",2008,2027
"JAM",2009,3538
"JAM",2010,2365
"JAM",2011,2385
"JAM",2012,2604
"JAM",2013,1328
"JAM",2014,2838
"JAM",2015,2903
"JAM",2016,1991
"JAM",2017,2200
"JAM",2018,2233
"JAM",2019,2292
"JAM",2020,2170
"JAM",2021,1485
"JPN",2001,23972
"JPN",2002,26145
"JPN",2003,19744
"JPN",2004,37308
"JPN",2005,36374
"JPN",2006,38958
"JPN",2007,45581
"JPN",2008,40831
"JPN",2009,40890
"JPN",2010,35739
"JPN",2011,35949
"JPN",2012,45667
"JPN",2013,23231
"JPN",2014,28173
"JPN",2015,31142
"JPN",2016,54988
"JPN",2017,47604
"JPN",2018,50502
"JPN",2019,51375
"JPN",2020,48053
"JPN",2021,48452
"JEY",2001,4
"JEY",2002,1
"JEY",2003,0
"JEY",2004,1
"JEY",2005,0
"JEY",2006,0
"JEY",2007,0
"JEY",2008,2
"JEY",2009,1
"JEY",2010,7
"JEY",2011,3
"JEY",2012,7
"JEY",2013,1
"JEY",2014,0
"JEY",2015,0
"JEY",2016,0
"JEY",2017,1
"JEY",2018,0
"JEY",2019,0
"JEY",2020,0
"JEY",2021,2
"JOR",2001,1
"JOR",2002,0
"JOR",2003,0
"JOR",2004,2
"JOR",2005,0
"JOR",2006,1
"JOR",2007,0
"JOR",2008,0
"JOR",2009,0
"JOR",2010,0
"JOR",2011,0
"JOR",2012,0
"JOR",2013,0
"JOR",2014,1
"JOR",2015,0
"JOR",2016,0
"JOR",2017,1
"JOR",2018,0
"JOR",2019,1
"JOR",2020,0
"JOR",2021,0
"KAZ",2001,4535
"KAZ",2002,2952
"KAZ",2003,3352
"KAZ",2004,5513
"KAZ",2005,3167
"KAZ",2006,3142
"KAZ",2007,4605
"KAZ",2008,4549
"KAZ",2009,6433
"KAZ",2010,3109
"KAZ",2011,4852
"KAZ",2012,3742
"KAZ",2013,2864
"KAZ",2014,596
"KAZ",2015,181
"KAZ",2016,1289
"KAZ",2017,975
"KAZ",2018,1139
"KAZ",2019,1282
"KAZ",2020,1853
"KAZ",2021,718
"KEN",2001,19027
"KEN",2002,20288
"KEN",2003,13553
"KEN",2004,16988
"KEN",2005,12745
"KEN",2006,20656
"KEN",2007,26103
"KEN",2008,19224
"KEN",2009,17696
"KEN",2010,22693
"KEN",2011,17300
"KEN",2012,17899
"KEN",2013,13564
"KEN",2014,15357
"KEN",2015,15616
"KEN",2016,19048
"KEN",2017,22163
"KEN",2018,15908
"KEN",2019,15950
"KEN",2020,19045
"KEN",2021,7564
"KIR",2001,0
"KIR",2002,0
"KIR",2003,0
"KIR",2004,0
"KIR",2005,0
"KIR",2006,0
"KIR",2007,0
"KIR",2008,0
"KIR",2009,0
"KIR",2010,0
"KIR",2011,0
"KIR",2012,0
"KIR",2013,0
"KIR",2014,0
"KIR",2015,0
"KIR",2016,0
"KIR",2017,0
"KIR",2018,0
"KIR",2019,0
"KIR",2020,0
"KIR",2021,0
"KWT",2001,0
"KWT",2002,0
"KWT",2003,0
"KWT",2004,0
"KWT",2005,0
"KWT",2006,0
"KWT",2007,0
"KWT",2008,0
"KWT",2009,0
"KWT",2010,0
"KWT",2011,0
"KWT",2012,0
"KWT",2013,0
"KWT",2014,0
"KWT",2015,0
"KWT",2016,0
"KWT",2017,0
"KWT",2018,0
"KWT",2019,0
"KWT",2020,0
"KWT",2021,0
"KGZ",2001,589
"KGZ",2002,305
"KGZ",2003,111
"KGZ",2004,192
"KGZ",2005,82
"KGZ",2006,111
"KGZ",2007,107
"KGZ",2008,107
"KGZ",2009,201
"KGZ",2010,261
"KGZ",2011,112
"KGZ",2012,85
"KGZ",2013,27
"KGZ",2014,14
"KGZ",2015,0
"KGZ",2016,12
"KGZ",2017,56
"KGZ",2018,17
"KGZ",2019,16
"KGZ",2020,12
"KGZ",2021,18
"LAO",2001,36475
"LAO",2002,55937
"LAO",2003,87074
"LAO",2004,64248
"LAO",2005,68327
"LAO",2006,122678
"LAO",2007,132995
"LAO",2008,80592
"LAO",2009,145564
"LAO",2010,167108
"LAO",2011,130933
"LAO",2012,147537
"LAO",2013,205607
"LAO",2014,243833
"LAO",2015,285029
"LAO",2016,388035
"LAO",2017,349137
"LAO",2018,294666
"LAO",2019,364710
"LAO",2020,357547
"LAO",2021,317575
"LVA",2001,24908
"LVA",2002,29176
"LVA",2003,21321
"LVA",2004,30639
"LVA",2005,40712
"LVA",2006,38894
"LVA",2007,36129
"LVA",2008,29308
"LVA",2009,34916
"LVA",2010,48507
"LVA",2011,44738
"LVA",2012,34285
"LVA",2013,27766
"LVA",2014,32203
"LVA",2015,30830
"LVA",2016,44945
"LVA",2017,47085
"LVA",2018,46923
"LVA",2019,57403
"LVA",2020,50463
"LVA",2021,48422
"LBN",2001,299
"LBN",2002,81
"LBN",2003,84
"LBN",2004,109
"LBN",2005,300
"LBN",2006,149
"LBN",2007,273
"LBN",2008,394
"LBN",2009,340
"LBN",2010,115
"LBN",2011,139
"LBN",2012,170
"LBN",2013,160
"LBN",2014,160
"LBN",2015,174
"LBN",2016,266
"LBN",2017,288
"LBN",2018,256
"LBN",2019,390
"LBN",2020,473
"LBN",2021,673
"LSO",2001,1
"LSO",2002,3
"LSO",2003,2
"LSO",2004,4
"LSO",2005,2
"LSO",2006,2
"LSO",2007,3
"LSO",2008,6
"LSO",2009,4
"LSO",2010,4
"LSO",2011,3
"LSO",2012,3
"LSO",2013,7
"LSO",2014,12
"LSO",2015,1
"LSO",2016,15
"LSO",2017,8
"LSO",2018,8
"LSO",2019,10
"LSO",2020,16
"LSO",2021,17
"LBR",2001,29186
"LBR",2002,56984
"LBR",2003,21605
"LBR",2004,6234
"LBR",2005,11324
"LBR",2006,36221
"LBR",2007,44282
"LBR",2008,36172
"LBR",2009,75136
"LBR",2010,20358
"LBR",2011,34444
"LBR",2012,72114
"LBR",2013,155536
"LBR",2014,164049
"LBR",2015,186010
"LBR",2016,168586
"LBR",2017,203292
"LBR",2018,204933
"LBR",2019,171765
"LBR",2020,220121
"LBR",2021,129838
"LBY",2001,17
"LBY",2002,40
"LBY",2003,25
"LBY",2004,10
"LBY",2005,22
"LBY",2006,16
"LBY",2007,4
"LBY",2008,6
"LBY",2009,6
"LBY",2010,9
"LBY",2011,9
"LBY",2012,5
"LBY",2013,81
"LBY",2014,4
"LBY",2015,0
"LBY",2016,1
"LBY",2017,10
"LBY",2018,3
"LBY",2019,2
"LBY",2020,1
"LBY",2021,1
"LIE",2001,3
"LIE",2002,0
"LIE",2003,0
"LIE",2004,9
"LIE",2005,6
"LIE",2006,12
"LIE",2007,8
"LIE",2008,9
"LIE",2009,5
"LIE",2010,3
"LIE",2011,2
"LIE",2012,4
"LIE",2013,2
"LIE",2014,3
"LIE",2015,1
"LIE",2016,5
"LIE",2017,4
"LIE",2018,7
"LIE",2019,12
"LIE",2020,3
"LIE",2021,1
"LTU",2001,7962
"LTU",2002,10345
"LTU",2003,8916
"LTU",2004,13101
"LTU",2005,20385
"LTU",2006,17450
"LTU",2007,16037
"LTU",2008,15203
"LTU",2009,14408
"LTU",2010,21667
"LTU",2011,21735
"LTU",2012,17603
"LTU",2013,13923
"LTU",2014,15972
"LTU",2015,15794
"LTU",2016,25532
"LTU",2017,25804
"LTU",2018,19750
"LTU",2019,24565
"LTU",2020,22970
"LTU",2021,22634
"LUX",2001,69
"LUX",2002,90
"LUX",2003,103
"LUX",2004,311
"LUX",2005,68
"LUX",2006,366
"LUX",2007,502
"LUX",2008,984
"LUX",2009,216
"LUX",2010,880
"LUX",2011,448
"LUX",2012,444
"LUX",2013,348
"LUX",2014,430
"LUX",2015,327
"LUX",2016,521
"LUX",2017,413
"LUX",2018,458
"LUX",2019,509
"LUX",2020,655
"LUX",2021,1055
"MAC",2001,1
"MAC",2002,1
"MAC",2003,0
"MAC",2004,0
"MAC",2005,0
"MAC",2006,3
"MAC",2007,4
"MAC",2008,4
"MAC",2009,2
"MAC",2010,1
"MAC",2011,1
"MAC",2012,1
"MAC",2013,0
"MAC",2014,1
"MAC",2015,1
"MAC",2016,0
"MAC",2017,4
"MAC",2018,1
"MAC",2019,3
"MAC",2020,1
"MAC",2021,0
"MKD",2001,2060
"MKD",2002,890
"MKD",2003,895
"MKD",2004,2200
"MKD",2005,1307
"MKD",2006,2042
"MKD",2007,3862
"MKD",2008,3960
"MKD",2009,4301
"MKD",2010,2223
"MKD",2011,2157
"MKD",2012,2939
"MKD",2013,1149
"MKD",2014,1816
"MKD",2015,784
"MKD",2016,1496
"MKD",2017,1145
"MKD",2018,1543
"MKD",2019,1790
"MKD",2020,1856
"MKD",2021,2304
"MDG",2001,86957
"MDG",2002,89318
"MDG",2003,84248
"MDG",2004,81845
"MDG",2005,93628
"MDG",2006,71034
"MDG",2007,188580
"MDG",2008,123502
"MDG",2009,136537
"MDG",2010,107219
"MDG",2011,162323
"MDG",2012,128468
"MDG",2013,299350
"MDG",2014,416682
"MDG",2015,301789
"MDG",2016,383656
"MDG",2017,510357
"MDG",2018,366620
"MDG",2019,254243
"MDG",2020,241112
"MDG",2021,234880
"MWI",2001,2488
"MWI",2002,4190
"MWI",2003,7113
"MWI",2004,5712
"MWI",2005,9445
"MWI",2006,5563
"MWI",2007,7494
"MWI",2008,9724
"MWI",2009,4030
"MWI",2010,3982
"MWI",2011,8216
"MWI",2012,12173
"MWI",2013,10562
"MWI",2014,18587
"MWI",2015,10785
"MWI",2016,13509
"MWI",2017,15308
"MWI",2018,15487
"MWI",2019,12134
"MWI",2020,16068
"MWI",2021,16564
"MYS",2001,332497
"MYS",2002,312554
"MYS",2003,183911
"MYS",2004,351802
"MYS",2005,375420
"MYS",2006,333901
"MYS",2007,405159
"MYS",2008,367972
"MYS",2009,622780
"MYS",2010,430607
"MYS",2011,463078
"MYS",2012,628171
"MYS",2013,333221
"MYS",2014,645779
"MYS",2015,454345
"MYS",2016,565249
"MYS",2017,483416
"MYS",2018,437985
"MYS",2019,395367
"MYS",2020,268721
"MYS",2021,277554
"MDV",2001,5
"MDV",2002,5
"MDV",2003,2
"MDV",2004,2
"MDV",2005,4
"MDV",2006,4
"MDV",2007,6
"MDV",2008,7
"MDV",2009,5
"MDV",2010,3
"MDV",2011,11
"MDV",2012,2
"MDV",2013,4
"MDV",2014,3
"MDV",2015,0
"MDV",2016,0
"MDV",2017,0
"MDV",2018,0
"MDV",2019,0
"MDV",2020,0
"MDV",2021,0
"MLI",2001,348
"MLI",2002,175
"MLI",2003,34
"MLI",2004,153
"MLI",2005,83
"MLI",2006,104
"MLI",2007,125
"MLI",2008,106
"MLI",2009,158
"MLI",2010,54
"MLI",2011,166
"MLI",2012,79
"MLI",2013,410
"MLI",2014,270
"MLI",2015,204
"MLI",2016,205
"MLI",2017,332
"MLI",2018,299
"MLI",2019,211
"MLI",2020,149
"MLI",2021,130
"MLT",2001,1
"MLT",2002,2
"MLT",2003,0
"MLT",2004,3
"MLT",2005,0
"MLT",2006,1
"MLT",2007,1
"MLT",2008,1
"MLT",2009,2
"MLT",2010,1
"MLT",2011,1
"MLT",2012,0
"MLT",2013,0
"MLT",2014,0
"MLT",2015,0
"MLT",2016,0
"MLT",2017,0
"MLT",2018,0
"MLT",2019,0
"MLT",2020,0
"MLT",2021,0
"MTQ",2001,193
"MTQ",2002,49
"MTQ",2003,288
"MTQ",2004,167
"MTQ",2005,205
"MTQ",2006,91
"MTQ",2007,156
"MTQ",2008,278
"MTQ",2009,199
"MTQ",2010,75
"MTQ",2011,153
"MTQ",2012,308
"MTQ",2013,146
"MTQ",2014,157
"MTQ",2015,32
"MTQ",2016,26
"MTQ",2017,116
"MTQ",2018,51
"MTQ",2019,61
"MTQ",2020,65
"MTQ",2021,44
"MRT",2001,32
"MRT",2002,0
"MRT",2003,1
"MRT",2004,0
"MRT",2005,0
"MRT",2006,0
"MRT",2007,0
"MRT",2008,0
"MRT",2009,0
"MRT",2010,0
"MRT",2011,0
"MRT",2012,0
"MRT",2013,0
"MRT",2014,0
"MRT",2015,0
"MRT",2016,0
"MRT",2017,0
"MRT",2018,0
"MRT",2019,0
"MRT",2020,0
"MRT",2021,0
"MUS",2001,157
"MUS",2002,154
"MUS",2003,120
"MUS",2004,329
