"iso3c","cause_id","cause_name","female","male"
"ERI",329,"Otitis media",0.1507074662,0.3293091813
"ERI",332,"Meningitis",101.234791,158.3524146
"ERI",337,"Encephalitis",2.552340733,6.149874879
"ERI",338,"Diphtheria",0.03046979871,0.06390281241
"ERI",339,"Whooping cough",0.7662707304,0.8777553978
"ERI",340,"Tetanus",8.018763772,17.10119654
"ERI",341,"Measles",0.4574574023,0.4323342705
"ERI",342,"Varicella and herpes zoster",1.7680404,2.166438689
"ERI",345,"Malaria",84.77630289,124.4519797
"ERI",346,"Chagas disease",0,0
"ERI",347,"Leishmaniasis",2.514658684,8.018773236
"ERI",350,"African trypanosomiasis",0,0
"ERI",351,"Schistosomiasis",14.66632569,25.89128336
"ERI",352,"Cysticercosis",0,0
"ERI",353,"Cystic echinococcosis",0.3884066569,0.55703005
"ERI",357,"Dengue",0.009651180603,0.02460352928
"ERI",358,"Yellow fever",1.237097712,3.731193166
"ERI",359,"Rabies",1.677356377,8.873176903
"ERI",360,"Intestinal nematode infections",0.1334257021,0.1833449647
"ERI",365,"Other neglected tropical diseases",0.1874878139,0.2770368906
"ERI",366,"Maternal disorders",855.5850318,
"ERI",387,"Protein-energy malnutrition",54.39395742,92.18455983
"ERI",391,"Other nutritional deficiencies",6.972470106,4.84659301
"ERI",393,"Sexually transmitted infections excluding HIV",9.030158579,3.768140304
"ERI",400,"Acute hepatitis",21.06146337,33.48025602
"ERI",408,"Other unspecified infectious diseases",3.661397109,4.6267118
"ERI",411,"Esophageal cancer",27.99677595,35.33528643
"ERI",414,"Stomach cancer",29.92233705,41.43006018
"ERI",417,"Liver cancer",10.22032137,9.314551057
"ERI",423,"Larynx cancer",2.349849508,7.0509516
"ERI",426,"Tracheal, bronchus, and lung cancer",12.67400094,24.68403023
"ERI",429,"Breast cancer",119.4982079,2.27310155
"ERI",432,"Cervical cancer",217.7836979,
"ERI",435,"Uterine cancer",6.420943845,
"ERI",438,"Prostate cancer",,4.824851566
"ERI",441,"Colon and rectum cancer",25.5825533,30.13443468
"ERI",444,"Lip and oral cavity cancer",7.947088617,16.92494569
"ERI",447,"Nasopharynx cancer",6.828498474,12.75845686
"ERI",450,"Other pharynx cancer",2.198654678,5.36075532
"ERI",453,"Gallbladder and biliary tract cancer",2.774804489,1.946098503
"ERI",456,"Pancreatic cancer",5.175433407,8.246837292
"ERI",459,"Malignant skin melanoma",8.149777238,6.503309584
"ERI",462,"Non-melanoma skin cancer",0.7235323632,1.304029777
"ERI",465,"Ovarian cancer",21.51270759,
"ERI",468,"Testicular cancer",,5.318984472
"ERI",471,"Kidney cancer",2.000579523,3.680013915
"ERI",474,"Bladder cancer",3.178642194,3.418614277
"ERI",477,"Brain and central nervous system cancer",8.215719032,13.68075737
"ERI",480,"Thyroid cancer",6.18301074,2.82412867
"ERI",483,"Mesothelioma",1.200480836,1.048002713
"ERI",484,"Hodgkin lymphoma",7.618928519,15.28208306
"ERI",485,"Non-Hodgkin lymphoma",11.42367421,18.97930383
"ERI",486,"Multiple myeloma",2.400394629,2.909416096
"ERI",487,"Leukemia",14.03714093,29.56589922
"ERI",490,"Other neoplasms",0.3530328312,0.5828851341
"ERI",492,"Rheumatic heart disease",18.31608785,17.98316776
"ERI",493,"Ischemic heart disease",92.64602042,293.2826444
"ERI",494,"Stroke",170.9326525,286.9279496
"ERI",498,"Hypertensive heart disease",69.98915393,57.39357062
"ERI",499,"Cardiomyopathy and myocarditis",9.000011453,36.62678032
"ERI",500,"Atrial fibrillation and flutter",1.242752819,1.210317586
"ERI",501,"Aortic aneurysm",2.830217677,8.802850136
"ERI",502,"Peripheral artery disease",0.2894586649,0.7119982671
"ERI",503,"Endocarditis",5.568505939,11.49917179
"ERI",504,"Non-rheumatic valvular heart disease",4.26190119,6.590771323
"ERI",509,"Chronic obstructive pulmonary disease",19.59357062,43.18153086
"ERI",510,"Pneumoconiosis",0.2997853285,1.186172105
"ERI",515,"Asthma",58.57640848,67.78268689
"ERI",516,"Interstitial lung disease and pulmonary sarcoidosis",1.465156158,3.099211559
"ERI",520,"Other chronic respiratory diseases",3.150889935,9.246232002
"ERI",521,"Cirrhosis and other chronic liver diseases",154.7959727,393.1407429
"ERI",529,"Appendicitis",5.243398829,10.82936811
"ERI",530,"Paralytic ileus and intestinal obstruction",10.18976818,77.25600893
"ERI",531,"Inguinal, foral, and abdominal hernia",0.9690801296,5.557076706
"ERI",532,"Inflammatory bowel disease",2.820192703,4.284342948
"ERI",533,"Vascular intestinal disorders",1.482916307,2.864228122
"ERI",534,"Gallbladder and biliary diseases",12.07267803,9.508927547
"ERI",535,"Pancreatitis",3.84161957,20.66759289
"ERI",541,"Other digestive diseases",10.32183723,9.498994878
"ERI",543,"Alzheimer's disease and other dementias",1.361098915,1.300603088
"ERI",544,"Parkinson's disease",0.6771049344,1.231602313
"ERI",545,"Idiopathic epilepsy",23.42295176,65.32580817
"ERI",546,"Multiple sclerosis",1.605641889,1.172419233
"ERI",554,"Motor neuron disease",0.1580334604,0.08245225131
"ERI",557,"Other neurological disorders",2.121455665,4.265808512
"ERI",560,"Alcohol use disorders",3.999335269,21.97741178
"ERI",561,"Drug use disorders",0.9213535408,12.20115075
"ERI",572,"Eating disorders",0.03137118093,0.01794852735
"ERI",587,"Diabetes mellitus",67.64332671,107.3714984
"ERI",588,"Acute glomerulonephritis",0.8566989983,0.7817245787
"ERI",589,"Chronic kidney disease",57.45863478,127.1381465
"ERI",594,"Urinary diseases and m infertility",13.59753014,36.13459898
"ERI",603,"Gynecological diseases",2.756725383,
"ERI",613,"Hemoglobinopathies and hemolytic anemias",11.67921765,12.28980273
"ERI",619,"Endocrine, metabolic, blood, and immune disorders",4.832975222,4.625196956
"ERI",627,"Rheumatoid arthritis",0.6727425404,0.5629732608
"ERI",639,"Other musculoskeletal disorders",3.807323699,4.114961064
"ERI",641,"Congenital birth defects",14.152781,25.1679693
"ERI",665,"Decubitus ulcer",0.03305816712,0.1403498093
"ERI",668,"Other skin and subcutaneous diseases",0.3047470245,0.2179860628
"ERI",689,"Road injuries",99.25146197,504.7628557
"ERI",695,"Other transport injuries",7.518956847,47.52803244
"ERI",697,"Falls",5.644788681,33.68307614
"ERI",698,"Drowning",6.465872644,42.07848153
"ERI",699,"Fire, heat, and hot substances",12.75796881,37.58551191
"ERI",700,"Poisonings",13.11036947,44.09618933
"ERI",704,"Exposure to mechanical forces",18.7175987,68.41699587
"ERI",708,"Adverse effects of medical treatment",17.2414962,17.80248428
"ERI",709,"Animal contact",14.98485328,70.83255654
"ERI",712,"Foreign body",8.831301973,37.23411211
"ERI",716,"Other unintentional injuries",12.32782639,58.41540041
"ERI",718,"Self-harm",69.72050848,277.7799364
"ERI",724,"Interpersonal violence",70.93045643,489.476569
"ERI",729,"Exposure to forces of nature",0,0
"ERI",842,"Environmental heat and cold exposure",4.812604896,28.51666011
"ERI",843,"Ebola",0,0
"ERI",854,"Executions and police conflict",0.1498127627,0.2149296481
"ERI",935,"Zika virus",0,0
"ERI",945,"Conflict and terrorism",0,0
"ERI",958,"Typhoid and paratyphoid",11.90486484,21.35591589
"ERI",959,"Invasive Non-typhoidal Salmonella (iNTS)",1.765369837,2.962288111
"ERI",980,"Bacterial skin diseases",2.716156952,6.749647602
"ERI",992,"Upper digestive system diseases",19.44301217,95.00515845
"ERI",1022,"Other malignant neoplasms",44.1957063,80.43156839
"ERI",1023,"Other cardiovascular and circulatory diseases",25.07139406,29.71791959
"ESP",297,"Tuberculosis",7.536762491,19.08524338
"ESP",298,"HIV/AIDS",97.35113392,318.078068
"ESP",302,"Diarrheal diseases",4.509311205,6.489845134
"ESP",321,"Other intestinal infectious diseases",0.09862083434,0.1386478283
"ESP",322,"Lower respiratory infections",69.95536122,146.3507326
"ESP",328,"Upper respiratory infections",0.08803846761,0.6282412073
"ESP",329,"Otitis media",0.004493586605,0.01461786257
"ESP",332,"Meningitis",8.659460464,13.371649
"ESP",337,"Encephalitis",9.414944655,13.62425985
"ESP",338,"Diphtheria",0.01026242801,0.01120847418
"ESP",339,"Whooping cough",0.03504928446,0.01517749245
"ESP",340,"Tetanus",0.0676650705,0.09541903678
"ESP",341,"Measles",0.01031901653,0.0110467536
"ESP",342,"Varicella and herpes zoster",0.7409223865,1.11423441
"ESP",345,"Malaria",0,0
"ESP",346,"Chagas disease",0,0
"ESP",347,"Leishmaniasis",0.6761326024,1.547605036
"ESP",350,"African trypanosomiasis",0,0
"ESP",351,"Schistosomiasis",0,0
"ESP",352,"Cysticercosis",0.03221975397,0.04673945094
"ESP",353,"Cystic echinococcosis",0.204220714,0.4245216293
"ESP",357,"Dengue",0.0006188742274,0.000910115492
"ESP",358,"Yellow fever",0,0
"ESP",359,"Rabies",0.002871511832,0.000795414689
"ESP",360,"Intestinal nematode infections",0,0
"ESP",365,"Other neglected tropical diseases",0.07377587741,0.1579156362
"ESP",366,"Maternal disorders",14.25799959,
"ESP",387,"Protein-energy malnutrition",1.361270548,2.013602159
"ESP",391,"Other nutritional deficiencies",0.7737383558,1.799256684
"ESP",393,"Sexually transmitted infections excluding HIV",1.551856949,0.4927535746
"ESP",400,"Acute hepatitis",1.066380491,1.983973169
"ESP",408,"Other unspecified infectious diseases",9.698993639,17.54168968
"ESP",411,"Esophageal cancer",13.33451647,99.46899642
"ESP",414,"Stomach cancer",121.4014671,184.7331202
"ESP",417,"Liver cancer",40.46968791,134.5674364
"ESP",423,"Larynx cancer",6.502003106,52.98294907
"ESP",426,"Tracheal, bronchus, and lung cancer",339.4028665,653.4138375
"ESP",429,"Breast cancer",798.0422326,4.464876816
"ESP",432,"Cervical cancer",159.43247,
"ESP",435,"Uterine cancer",37.29043553,
"ESP",438,"Prostate cancer",,18.85668804
"ESP",441,"Colon and rectum cancer",239.6947385,295.8179666
"ESP",444,"Lip and oral cavity cancer",23.35934427,68.51178767
"ESP",447,"Nasopharynx cancer",8.668593418,27.45169534
"ESP",450,"Other pharynx cancer",8.65270081,57.20655076
"ESP",453,"Gallbladder and biliary tract cancer",13.89349986,14.08941372
"ESP",456,"Pancreatic cancer",105.0203911,184.089572
"ESP",459,"Malignant skin melanoma",62.07193076,74.94152383
"ESP",462,"Non-melanoma skin cancer",5.28388236,11.6014449
"ESP",465,"Ovarian cancer",167.2072232,
"ESP",468,"Testicular cancer",,23.82663065
"ESP",471,"Kidney cancer",37.79261892,99.6096853
"ESP",474,"Bladder cancer",14.28603623,48.57502813
"ESP",477,"Brain and central nervous system cancer",150.1921516,275.9702573
"ESP",480,"Thyroid cancer",8.304939241,11.61531477
"ESP",483,"Mesothelioma",6.26843315,12.69884262
"ESP",484,"Hodgkin lymphoma",19.33514324,31.49826909
"ESP",485,"Non-Hodgkin lymphoma",69.91577316,132.6045975
"ESP",486,"Multiple myeloma",18.16847849,28.06921765
"ESP",487,"Leukemia",114.384186,158.2787717
"ESP",490,"Other neoplasms",8.148386833,13.45786131
"ESP",492,"Rheumatic heart disease",17.60849996,21.45629387
"ESP",493,"Ischemic heart disease",179.7907762,1032.52119
"ESP",494,"Stroke",189.4852956,306.2550223
"ESP",498,"Hypertensive heart disease",9.769979649,20.89480449
"ESP",499,"Cardiomyopathy and myocarditis",33.242888,177.1224013
"ESP",500,"Atrial fibrillation and flutter",3.350410964,6.575477106
"ESP",501,"Aortic aneurysm",15.70085822,60.43135774
"ESP",502,"Peripheral artery disease",1.395052224,4.63305713
"ESP",503,"Endocarditis",14.40043954,30.07788289
"ESP",504,"Non-rheumatic valvular heart disease",17.58298676,37.34242339
"ESP",509,"Chronic obstructive pulmonary disease",34.20350519,99.09218785
"ESP",510,"Pneumoconiosis",0.2104784945,2.258314763
"ESP",515,"Asthma",19.83892357,8.525493786
"ESP",516,"Interstitial lung disease and pulmonary sarcoidosis",25.63803122,31.80012376
"ESP",520,"Other chronic respiratory diseases",6.956592293,8.478543436
"ESP",521,"Cirrhosis and other chronic liver diseases",156.7443048,571.3739365
"ESP",529,"Appendicitis",1.449455132,3.00325407
"ESP",530,"Paralytic ileus and intestinal obstruction",11.54420929,21.23578112
"ESP",531,"Inguinal, foral, and abdominal hernia",1.762485489,3.116135416
"ESP",532,"Inflammatory bowel disease",7.592327378,11.63434034
"ESP",533,"Vascular intestinal disorders",11.12690792,14.50469533
"ESP",534,"Gallbladder and biliary diseases",7.440389687,10.95937557
"ESP",535,"Pancreatitis",19.55800614,67.5177392
"ESP",541,"Other digestive diseases",8.911491304,18.64518062
"ESP",543,"Alzheimer's disease and other dementias",17.09324634,15.52975341
"ESP",544,"Parkinson's disease",2.837390213,4.518413139
"ESP",545,"Idiopathic epilepsy",37.26172156,63.16788223
"ESP",546,"Multiple sclerosis",31.15938549,20.74064727
"ESP",554,"Motor neuron disease",26.94476565,45.27933488
"ESP",557,"Other neurological disorders",40.41825573,80.74577662
"ESP",560,"Alcohol use disorders",21.43664171,81.19466076
"ESP",561,"Drug use disorders",70.69328215,385.8315822
"ESP",572,"Eating disorders",3.166566926,0.02866786793
"ESP",587,"Diabetes mellitus",25.40647137,58.39917385
"ESP",588,"Acute glomerulonephritis",0.04066516339,0.04922440946
"ESP",589,"Chronic kidney disease",38.8210051,61.01301725
"ESP",594,"Urinary diseases and m infertility",16.17103523,15.92919323
"ESP",603,"Gynecological diseases",3.09581817,
"ESP",613,"Hemoglobinopathies and hemolytic anemias",8.746402675,7.654150539
"ESP",619,"Endocrine, metabolic, blood, and immune disorders",65.2977494,117.808041
"ESP",627,"Rheumatoid arthritis",4.961795274,2.722461244
"ESP",639,"Other musculoskeletal disorders",24.51570519,9.327496953
"ESP",641,"Congenital birth defects",61.92645554,79.93925269
"ESP",665,"Decubitus ulcer",0.564746702,0.6996161574
"ESP",668,"Other skin and subcutaneous diseases",0.7363617083,0.4645133584
"ESP",689,"Road injuries",198.5908445,936.9151169
"ESP",695,"Other transport injuries",36.58613203,223.7526643
"ESP",697,"Falls",48.53210585,259.1861488
"ESP",698,"Drowning",16.72874838,118.4476081
"ESP",699,"Fire, heat, and hot substances",7.753833735,23.32406395
"ESP",700,"Poisonings",8.427406949,23.17069824
"ESP",704,"Exposure to mechanical forces",9.545930275,71.92414737
"ESP",708,"Adverse effects of medical treatment",17.27420298,23.78309815
"ESP",709,"Animal contact",1.11204049,4.813755209
"ESP",712,"Foreign body",30.49877945,76.29879196
"ESP",716,"Other unintentional injuries",3.46729243,46.75408808
"ESP",718,"Self-harm",341.0747915,1168.561067
"ESP",724,"Interpersonal violence",55.74910046,125.7817895
"ESP",729,"Exposure to forces of nature",0,0
"ESP",842,"Environmental heat and cold exposure",1.080781922,6.893377174
"ESP",843,"Ebola",0,0
"ESP",854,"Executions and police conflict",1.03390754,1.094359954
"ESP",935,"Zika virus",0,0
"ESP",945,"Conflict and terrorism",0.07506583244,0.2914779004
"ESP",958,"Typhoid and paratyphoid",0.005236578541,0.03451539451
"ESP",959,"Invasive Non-typhoidal Salmonella (iNTS)",0.03669214867,0.1175608002
"ESP",980,"Bacterial skin diseases",4.341563673,8.304321121
"ESP",992,"Upper digestive system diseases",4.796263107,15.56194696
"ESP",1022,"Other malignant neoplasms",147.1644171,192.9539508
"ESP",1023,"Other cardiovascular and circulatory diseases",51.72376016,67.09913275
"EST",297,"Tuberculosis",1.382822204,4.896739075
"EST",298,"HIV/AIDS",6.023891108,24.26669006
"EST",302,"Diarrheal diseases",0.03784579736,0.07753221849
"EST",321,"Other intestinal infectious diseases",0.003359851222,0.007214060124
"EST",322,"Lower respiratory infections",5.671342302,19.21621763
"EST",328,"Upper respiratory infections",0.001123295833,0.0145597231
"EST",329,"Otitis media",0.03345075469,0.0001387277934
"EST",332,"Meningitis",0.4637687433,0.7904518599
"EST",337,"Encephalitis",0.419935574,0.7309150172
"EST",338,"Diphtheria",0.0009972659383,0.001138520124
"EST",339,"Whooping cough",0.003651435792,0.0007696350114
"EST",340,"Tetanus",0.0003073865121,0.001304488022
"EST",341,"Measles",0.0003565422624,0.0002798531599
"EST",342,"Varicella and herpes zoster",0.0004778762351,0.0005676953802
"EST",345,"Malaria",0,0
"EST",346,"Chagas disease",0,0
"EST",347,"Leishmaniasis",0,0
"EST",350,"African trypanosomiasis",0,0
"EST",351,"Schistosomiasis",0,0
"EST",352,"Cysticercosis",0.0006264965118,0.001292178582
"EST",353,"Cystic echinococcosis",0.001388113505,0.004204184064
"EST",357,"Dengue",0,0
"EST",358,"Yellow fever",0,0
"EST",359,"Rabies",0.0002434705238,0.0002073125083
"EST",360,"Intestinal nematode infections",0,0
"EST",365,"Other neglected tropical diseases",0.001092933648,0.0009280902116
"EST",366,"Maternal disorders",0.4352034783,
"EST",387,"Protein-energy malnutrition",0.06114824228,0.06105286169
"EST",391,"Other nutritional deficiencies",0.06686300151,0.06240514962
"EST",393,"Sexually transmitted infections excluding HIV",0.0303593044,0.001773082302
"EST",400,"Acute hepatitis",0.02732085621,0.05355472399
"EST",408,"Other unspecified infectious diseases",0.1551063231,0.3449832187
"EST",411,"Esophageal cancer",0.3619062144,3.228911772
"EST",414,"Stomach cancer",6.067485859,9.953452954
"EST",417,"Liver cancer",1.124555316,2.504187154
"EST",423,"Larynx cancer",0.1217813971,1.731365959
"EST",426,"Tracheal, bronchus, and lung cancer",5.752352045,14.87564371
"EST",429,"Breast cancer",20.01481268,0.1460711244
"EST",432,"Cervical cancer",9.405810355,
"EST",435,"Uterine cancer",1.196127538,
"EST",438,"Prostate cancer",,1.037209905
"EST",441,"Colon and rectum cancer",6.315279014,8.177209533
"EST",444,"Lip and oral cavity cancer",0.4245227993,2.568590372
"EST",447,"Nasopharynx cancer",0.1289275427,0.8275215102
"EST",450,"Other pharynx cancer",0.1578504094,2.314165352
"EST",453,"Gallbladder and biliary tract cancer",0.5082357935,0.5798580989
"EST",456,"Pancreatic cancer",2.511624163,5.89839023
"EST",459,"Malignant skin melanoma",3.076335436,2.854731076
"EST",462,"Non-melanoma skin cancer",0.3403784003,0.2930274102
"EST",465,"Ovarian cancer",6.399897297,
"EST",468,"Testicular cancer",,1.233004417
"EST",471,"Kidney cancer",0.9935390799,3.673105787
"EST",474,"Bladder cancer",0.2543594912,0.9134599513
"EST",477,"Brain and central nervous system cancer",5.928845726,9.361729015
"EST",480,"Thyroid cancer",0.3334067604,0.2805647125
"EST",483,"Mesothelioma",0.09948916842,0.1928494373
"EST",484,"Hodgkin lymphoma",0.7563789335,0.9110955233
"EST",485,"Non-Hodgkin lymphoma",2.255903941,4.381050978
"EST",486,"Multiple myeloma",0.6307034925,1.108889058
"EST",487,"Leukemia",5.133904198,6.117200264
"EST",490,"Other neoplasms",0.1638744092,0.1875965125
"EST",492,"Rheumatic heart disease",1.157928805,1.027808924
"EST",493,"Ischemic heart disease",6.121995264,41.35948307
"EST",494,"Stroke",5.194935495,12.89391929
"EST",498,"Hypertensive heart disease",2.966887606,16.6514215
"EST",499,"Cardiomyopathy and myocarditis",6.268985137,28.68325477
"EST",500,"Atrial fibrillation and flutter",0.06785855468,0.1838625558
"EST",501,"Aortic aneurysm",0.605427038,2.307575255
"EST",502,"Peripheral artery disease",0.009013590284,0.02356365504
"EST",503,"Endocarditis",0.5554424558,2.402901525
"EST",504,"Non-rheumatic valvular heart disease",0.3654136069,1.325008983
"EST",509,"Chronic obstructive pulmonary disease",0.7535630404,1.703579354
"EST",510,"Pneumoconiosis",0.0005560581267,0.001091355324
"EST",515,"Asthma",0.8086352468,0.3864681353
"EST",516,"Interstitial lung disease and pulmonary sarcoidosis",0.4908583721,0.7188865833
"EST",520,"Other chronic respiratory diseases",0.06282981345,0.4011179141
"EST",521,"Cirrhosis and other chronic liver diseases",17.71579792,48.40224333
"EST",529,"Appendicitis",0.02857621769,0.06825870017
"EST",530,"Paralytic ileus and intestinal obstruction",0.4028653739,0.9448159982
"EST",531,"Inguinal, foral, and abdominal hernia",0.03487055901,0.1089987013
"EST",532,"Inflammatory bowel disease",0.2318969607,0.53088274
"EST",533,"Vascular intestinal disorders",0.2214210542,0.4403588477
"EST",534,"Gallbladder and biliary diseases",0.1837185189,0.1955521712
"EST",535,"Pancreatitis",1.295727818,8.524341453
"EST",541,"Other digestive diseases",0.2394758327,1.541648318
"EST",543,"Alzheimer's disease and other dementias",0.3784902014,0.3636574031
"EST",544,"Parkinson's disease",0.1496143592,0.1452532473
"EST",545,"Idiopathic epilepsy",3.713272282,12.28101164
"EST",546,"Multiple sclerosis",2.34742102,0.9905764701
"EST",554,"Motor neuron disease",0.09522621961,0.100562478
"EST",557,"Other neurological disorders",1.110431286,2.481412226
"EST",560,"Alcohol use disorders",15.00699631,68.77499411
"EST",561,"Drug use disorders",13.88964127,98.65564203
"EST",572,"Eating disorders",0.01547117846,0.0004284965416
"EST",587,"Diabetes mellitus",3.843083076,7.558626145
"EST",588,"Acute glomerulonephritis",0.0003715072831,0.0007403013369
"EST",589,"Chronic kidney disease",2.481420609,4.657971768
"EST",594,"Urinary diseases and m infertility",1.138300097,1.189177432
"EST",603,"Gynecological diseases",0.2919872689,
"EST",613,"Hemoglobinopathies and hemolytic anemias",0.1485604343,0.1829591252
"EST",619,"Endocrine, metabolic, blood, and immune disorders",1.439109048,1.894964378
"EST",627,"Rheumatoid arthritis",0.3918856773,0.2103528393
"EST",639,"Other musculoskeletal disorders",1.492439806,0.9424262291
"EST",641,"Congenital birth defects",2.293491977,2.90673169
"EST",665,"Decubitus ulcer",0.0006946029084,0.001420868866
"EST",668,"Other skin and subcutaneous diseases",0.001114272716,0.0003515745901
"EST",689,"Road injuries",8.790788355,31.38376068
"EST",695,"Other transport injuries",0.8020362716,4.520231605
"EST",697,"Falls",2.500664635,22.10331122
"EST",698,"Drowning",2.841570068,14.67265242
"EST",699,"Fire, heat, and hot substances",2.275626842,10.80448517
"EST",700,"Poisonings",0.4119025345,2.455637893
"EST",704,"Exposure to mechanical forces",0.4579789632,6.169396889
"EST",708,"Adverse effects of medical treatment",0.4769943547,0.6582155863
"EST",709,"Animal contact",0.0351644523,0.1946680127
"EST",712,"Foreign body",2.391354315,11.06084845
"EST",716,"Other unintentional injuries",0.1674421724,2.423427755
"EST",718,"Self-harm",11.62347864,77.71171649
"EST",724,"Interpersonal violence",6.427787139,26.45975019
"EST",729,"Exposure to forces of nature",0,0
"EST",842,"Environmental heat and cold exposure",1.87672446,11.10428637
"EST",843,"Ebola",0,0
"EST",854,"Executions and police conflict",0.02454019499,0.0299370448
"EST",935,"Zika virus",0,0
"EST",945,"Conflict and terrorism",0,0
"EST",958,"Typhoid and paratyphoid",0.002117264032,0.0003154043129
"EST",959,"Invasive Non-typhoidal Salmonella (iNTS)",0.0002691943171,0.0001459960345
"EST",980,"Bacterial skin diseases",0.5570313518,1.22676546
"EST",992,"Upper digestive system diseases",0.8048789368,3.384609435
"EST",1022,"Other malignant neoplasms",4.363779741,6.151398348
"EST",1023,"Other cardiovascular and circulatory diseases",2.134537981,2.201720705
"ETH",297,"Tuberculosis",3264.868552,8425.378002
"ETH",298,"HIV/AIDS",10976.36418,5306.678999
"ETH",302,"Diarrheal diseases",2784.342187,3837.259117
"ETH",321,"Other intestinal infectious diseases",2.38626481,2.885293605
"ETH",322,"Lower respiratory infections",1673.247272,2500.264056
"ETH",328,"Upper respiratory infections",18.56936159,34.00428127
"ETH",329,"Otitis media",2.13878873,3.293890143
"ETH",332,"Meningitis",1302.577337,1811.705009
"ETH",337,"Encephalitis",40.91255317,72.27442697
"ETH",338,"Diphtheria",4.44155977,6.915577616
"ETH",339,"Whooping cough",38.64723345,42.83267432
"ETH",340,"Tetanus",114.3433784,191.7233721
"ETH",341,"Measles",18.46598358,17.04845054
"ETH",342,"Varicella and herpes zoster",18.35833507,22.44188283
"ETH",345,"Malaria",196.7754935,386.4196741
"ETH",346,"Chagas disease",0,0
"ETH",347,"Leishmaniasis",33.19107914,102.7131936
"ETH",350,"African trypanosomiasis",0,0
"ETH",351,"Schistosomiasis",86.78233892,153.4142238
"ETH",352,"Cysticercosis",12.05960945,15.4389411
"ETH",353,"Cystic echinococcosis",12.60256234,18.53335585
"ETH",357,"Dengue",0.1393186903,1.018153507
"ETH",358,"Yellow fever",88.6126684,251.9201467
"ETH",359,"Rabies",5.028885521,336.9293474
"ETH",360,"Intestinal nematode infections",2.546050195,3.559909025
"ETH",365,"Other neglected tropical diseases",3.274792746,4.084036889
"ETH",366,"Maternal disorders",7493.032451,
"ETH",387,"Protein-energy malnutrition",336.1912287,366.7667915
"ETH",391,"Other nutritional deficiencies",54.72791935,20.08238294
"ETH",393,"Sexually transmitted infections excluding HIV",107.4545275,56.77156562
"ETH",400,"Acute hepatitis",263.6647455,355.5001747
"ETH",408,"Other unspecified infectious diseases",29.80617163,24.13519956
"ETH",411,"Esophageal cancer",76.20125114,66.28090595
"ETH",414,"Stomach cancer",308.9992184,225.0434675
"ETH",417,"Liver cancer",80.41366363,81.46715491
"ETH",423,"Larynx cancer",11.43865925,49.68880615
"ETH",426,"Tracheal, bronchus, and lung cancer",68.66757216,135.4035442
"ETH",429,"Breast cancer",1152.050526,24.40086595
"ETH",432,"Cervical cancer",1339.345923,
"ETH",435,"Uterine cancer",39.79309156,
"ETH",438,"Prostate cancer",,24.48381589
"ETH",441,"Colon and rectum cancer",261.6039024,263.8101777
"ETH",444,"Lip and oral cavity cancer",79.77751824,102.8262153
"ETH",447,"Nasopharynx cancer",73.70648723,104.7105084
"ETH",450,"Other pharynx cancer",11.91768138,20.17946957
"ETH",453,"Gallbladder and biliary tract cancer",31.60873721,19.86936506
"ETH",456,"Pancreatic cancer",21.76928031,43.12567129
"ETH",459,"Malignant skin melanoma",44.11126802,38.48354134
"ETH",462,"Non-melanoma skin cancer",8.020716402,14.62235073
"ETH",465,"Ovarian cancer",223.0418332,
"ETH",468,"Testicular cancer",,64.55331419
"ETH",471,"Kidney cancer",26.4784933,31.66292907
"ETH",474,"Bladder cancer",19.05963865,30.5689073
"ETH",477,"Brain and central nervous system cancer",116.7522933,223.2444034
"ETH",480,"Thyroid cancer",181.3849618,68.47077795
"ETH",483,"Mesothelioma",12.6157414,7.969133493
"ETH",484,"Hodgkin lymphoma",88.00033309,176.8792737
"ETH",485,"Non-Hodgkin lymphoma",37.68693091,95.63629173
"ETH",486,"Multiple myeloma",16.7819269,21.48642474
"ETH",487,"Leukemia",404.7103209,577.8008357
"ETH",490,"Other neoplasms",4.842699166,6.996066509
"ETH",492,"Rheumatic heart disease",166.9701574,163.9766551
"ETH",493,"Ischemic heart disease",962.6892077,1940.915973
"ETH",494,"Stroke",1262.435688,1830.43735
"ETH",498,"Hypertensive heart disease",390.9424277,411.5573532
"ETH",499,"Cardiomyopathy and myocarditis",89.19966782,311.6586333
"ETH",500,"Atrial fibrillation and flutter",9.887238026,8.807812566
"ETH",501,"Aortic aneurysm",29.17211869,47.40413591
"ETH",502,"Peripheral artery disease",2.426788867,7.899199526
"ETH",503,"Endocarditis",45.07213346,83.80395029
"ETH",504,"Non-rheumatic valvular heart disease",39.75970022,49.1756373
"ETH",509,"Chronic obstructive pulmonary disease",171.1714619,302.0024222
"ETH",510,"Pneumoconiosis",2.181663896,7.55729164
"ETH",515,"Asthma",433.9849745,382.7781778
"ETH",516,"Interstitial lung disease and pulmonary sarcoidosis",17.5188483,25.31122683
"ETH",520,"Other chronic respiratory diseases",42.76960973,83.26009933
"ETH",521,"Cirrhosis and other chronic liver diseases",1629.874137,4443.880277
"ETH",529,"Appendicitis",59.01450497,91.25601239
"ETH",530,"Paralytic ileus and intestinal obstruction",151.8299991,935.943191
"ETH",531,"Inguinal, foral, and abdominal hernia",11.81291834,50.32613296
"ETH",532,"Inflammatory bowel disease",29.93006958,47.29072977
"ETH",533,"Vascular intestinal disorders",18.91921177,29.76257254
"ETH",534,"Gallbladder and biliary diseases",119.0259044,82.47726692
