"iso3c","sex_name","cause_id","cause_name","val"
"CHN","m",712,"Foreign body",1508.721564
"CHN","f",712,"Foreign body",421.6605455
"CHN","mf",712,"Foreign body",1930.38211
"CHN","m",716,"Other unintentional injuries",10175.62213
"CHN","f",716,"Other unintentional injuries",815.8369062
"CHN","mf",716,"Other unintentional injuries",10991.45903
"CHN","m",718,"Self-harm",28250.19715
"CHN","f",718,"Self-harm",13466.45827
"CHN","mf",718,"Self-harm",41716.65541
"CHN","m",724,"Interpersonal violence",4720.610872
"CHN","f",724,"Interpersonal violence",2057.815367
"CHN","mf",724,"Interpersonal violence",6778.426239
"COL","m",945,"Conflict and terrorism",0
"COL","f",945,"Conflict and terrorism",0
"COL","mf",945,"Conflict and terrorism",0
"COL","m",958,"Typhoid and paratyphoid",1.006651421
"COL","f",958,"Typhoid and paratyphoid",0.3940377982
"COL","mf",958,"Typhoid and paratyphoid",1.400689219
"COL","m",959,"Invasive Non-typhoidal Salmonella (iNTS)",0.6319379828
"COL","f",959,"Invasive Non-typhoidal Salmonella (iNTS)",0.2606629291
"COL","mf",959,"Invasive Non-typhoidal Salmonella (iNTS)",0.892600912
"COL","m",724,"Interpersonal violence",13665.71892
"COL","f",724,"Interpersonal violence",926.1418309
"COL","mf",724,"Interpersonal violence",14591.86075
"COL","m",729,"Exposure to forces of nature",4.334478685
"COL","f",729,"Exposure to forces of nature",2.091228811
"COL","mf",729,"Exposure to forces of nature",6.425707496
"COL","m",842,"Environmental heat and cold exposure",2.837036944
"COL","f",842,"Environmental heat and cold exposure",1.397891023
"COL","mf",842,"Environmental heat and cold exposure",4.234927968
"COL","m",843,"Ebola",0
"COL","f",843,"Ebola",0
"COL","mf",843,"Ebola",0
"COL","m",854,"Executions and police conflict",210.0960838
"COL","f",854,"Executions and police conflict",15.90029198
"COL","mf",854,"Executions and police conflict",225.9963758
"COL","m",698,"Drowning",409.3713835
"COL","f",698,"Drowning",55.01709048
"COL","mf",698,"Drowning",464.3884739
"COL","m",699,"Fire, heat, and hot substances",42.71826045
"COL","f",699,"Fire, heat, and hot substances",18.4322623
"COL","mf",699,"Fire, heat, and hot substances",61.15052275
"COL","m",700,"Poisonings",25.67772346
"COL","f",700,"Poisonings",5.870197802
"COL","mf",700,"Poisonings",31.54792126
"COL","m",704,"Exposure to mechanical forces",272.3303971
"COL","f",704,"Exposure to mechanical forces",26.41288487
"COL","mf",704,"Exposure to mechanical forces",298.743282
"COL","m",708,"Adverse effects of medical treatment",21.26796208
"COL","f",708,"Adverse effects of medical treatment",27.89553605
"COL","mf",708,"Adverse effects of medical treatment",49.16349812
"COL","m",709,"Animal contact",33.76110308
"COL","f",709,"Animal contact",9.146100527
"COL","mf",709,"Animal contact",42.9072036
"COL","m",712,"Foreign body",78.05463432
"COL","f",712,"Foreign body",22.70344444
"COL","mf",712,"Foreign body",100.7580788
"COL","m",1022,"Other malignant neoplasms",249.175968
"COL","f",1022,"Other malignant neoplasms",207.6169878
"COL","mf",1022,"Other malignant neoplasms",456.7929558
"COL","m",1023,"Other cardiovascular and circulatory diseases",69.28956576
"COL","f",1023,"Other cardiovascular and circulatory diseases",102.365127
"COL","mf",1023,"Other cardiovascular and circulatory diseases",171.6546928
"COL","m",980,"Bacterial skin diseases",51.54339072
"COL","f",980,"Bacterial skin diseases",37.22044978
"COL","mf",980,"Bacterial skin diseases",88.76384051
"COL","m",992,"Upper digestive system diseases",47.88725152
"COL","f",992,"Upper digestive system diseases",24.45625983
"COL","mf",992,"Upper digestive system diseases",72.34351136
"COL","m",387,"Protein-energy malnutrition",62.25612444
"COL","f",387,"Protein-energy malnutrition",49.35195662
"COL","mf",387,"Protein-energy malnutrition",111.6080811
"COL","m",391,"Other nutritional deficiencies",2.493398294
"COL","f",391,"Other nutritional deficiencies",2.295883677
"COL","mf",391,"Other nutritional deficiencies",4.78928197
"COL","m",393,"Sexually transmitted infections excluding HIV",2.278928944
"COL","f",393,"Sexually transmitted infections excluding HIV",15.84170871
"COL","mf",393,"Sexually transmitted infections excluding HIV",18.12063766
"COL","m",400,"Acute hepatitis",2.498789716
"COL","f",400,"Acute hepatitis",1.370893231
"COL","mf",400,"Acute hepatitis",3.869682947
"COL","m",408,"Other unspecified infectious diseases",43.36872465
"COL","f",408,"Other unspecified infectious diseases",20.06621189
"COL","mf",408,"Other unspecified infectious diseases",63.43493654
"COL","m",411,"Esophageal cancer",33.73322992
"COL","f",411,"Esophageal cancer",17.39628036
"COL","mf",411,"Esophageal cancer",51.12951028
"COL","m",414,"Stomach cancer",391.8570228
"COL","f",414,"Stomach cancer",320.9221164
"COL","mf",414,"Stomach cancer",712.7791392
"COL","m",417,"Liver cancer",45.52942071
"COL","f",417,"Liver cancer",34.69759792
"COL","mf",417,"Liver cancer",80.22701862
"COL","m",532,"Inflammatory bowel disease",14.82107119
"COL","f",532,"Inflammatory bowel disease",12.70860532
"COL","mf",532,"Inflammatory bowel disease",27.52967652
"COL","m",533,"Vascular intestinal disorders",23.0807058
"COL","f",533,"Vascular intestinal disorders",17.4699552
"COL","mf",533,"Vascular intestinal disorders",40.550661
"COL","m",534,"Gallbladder and biliary diseases",38.00919232
"COL","f",534,"Gallbladder and biliary diseases",58.69654505
"COL","mf",534,"Gallbladder and biliary diseases",96.70573737
"COL","m",535,"Pancreatitis",59.34981821
"COL","f",535,"Pancreatitis",38.65206463
"COL","mf",535,"Pancreatitis",98.00188284
"COL","m",541,"Other digestive diseases",46.4543777
"COL","f",541,"Other digestive diseases",33.83490503
"COL","mf",541,"Other digestive diseases",80.28928273
"COL","m",543,"Alzheimer's disease and other dementias",11.93953885
"COL","f",543,"Alzheimer's disease and other dementias",13.82940122
"COL","mf",543,"Alzheimer's disease and other dementias",25.76894008
"COL","m",544,"Parkinson's disease",5.05865888
"COL","f",544,"Parkinson's disease",2.547753822
"COL","mf",544,"Parkinson's disease",7.606412702
"COL","m",545,"Idiopathic epilepsy",219.4128071
"COL","f",545,"Idiopathic epilepsy",133.2989791
"COL","mf",545,"Idiopathic epilepsy",352.7117862
"COL","m",546,"Multiple sclerosis",10.25739305
"COL","f",546,"Multiple sclerosis",16.08849786
"COL","mf",546,"Multiple sclerosis",26.34589092
"COL","m",554,"Motor neuron disease",20.76406915
"COL","f",554,"Motor neuron disease",13.55612801
"COL","mf",554,"Motor neuron disease",34.32019716
"COL","m",557,"Other neurological disorders",66.12614976
"COL","f",557,"Other neurological disorders",38.21954675
"COL","mf",557,"Other neurological disorders",104.3456965
"COL","m",560,"Alcohol use disorders",52.03523763
"COL","f",560,"Alcohol use disorders",5.774899139
"COL","mf",560,"Alcohol use disorders",57.81013677
"COL","m",561,"Drug use disorders",59.76828735
"COL","f",561,"Drug use disorders",22.64939158
"COL","mf",561,"Drug use disorders",82.41767893
"COL","m",572,"Eating disorders",0.02227406074
"COL","f",572,"Eating disorders",0.1221925853
"COL","mf",572,"Eating disorders",0.1444666461
"COL","m",587,"Diabetes mellitus",208.0131622
"COL","f",587,"Diabetes mellitus",185.2144596
"COL","mf",587,"Diabetes mellitus",393.2276218
"COL","m",716,"Other unintentional injuries",237.5689321
"COL","f",716,"Other unintentional injuries",20.92656144
"COL","mf",716,"Other unintentional injuries",258.4954936
"COL","m",718,"Self-harm",1571.91577
"COL","f",718,"Self-harm",370.5666378
"COL","mf",718,"Self-harm",1942.482408
"COL","m",341,"Measles",0.01394212578
"COL","f",341,"Measles",0.01445589532
"COL","mf",341,"Measles",0.02839802111
"COL","m",342,"Varicella and herpes zoster",9.066032784
"COL","f",342,"Varicella and herpes zoster",6.231894453
"COL","mf",342,"Varicella and herpes zoster",15.29792724
"COL","m",345,"Malaria",13.57467209
"COL","f",345,"Malaria",10.79405945
"COL","mf",345,"Malaria",24.36873154
"COL","m",346,"Chagas disease",14.55612131
"COL","f",346,"Chagas disease",6.60552524
"COL","mf",346,"Chagas disease",21.16164655
"COL","m",347,"Leishmaniasis",1.29889068
"COL","f",347,"Leishmaniasis",0.587726802
"COL","mf",347,"Leishmaniasis",1.886617482
"COL","m",350,"African trypanosomiasis",0
"COL","f",350,"African trypanosomiasis",0
"COL","mf",350,"African trypanosomiasis",0
"COL","m",351,"Schistosomiasis",0
"COL","f",351,"Schistosomiasis",0
"COL","mf",351,"Schistosomiasis",0
"COL","m",352,"Cysticercosis",7.887733008
"COL","f",352,"Cysticercosis",4.056196701
"COL","mf",352,"Cysticercosis",11.94392971
"COL","m",353,"Cystic echinococcosis",0.08773316234
"COL","f",353,"Cystic echinococcosis",0.03598522254
"COL","mf",353,"Cystic echinococcosis",0.1237183849
"COL","m",357,"Dengue",46.19360377
"COL","f",357,"Dengue",35.41764855
"COL","mf",357,"Dengue",81.61125231
"COL","m",358,"Yellow fever",1.08965658
"COL","f",358,"Yellow fever",0.4731147909
"COL","mf",358,"Yellow fever",1.562771371
"COL","m",359,"Rabies",0.2454186428
"COL","f",359,"Rabies",0.01406129188
"COL","mf",359,"Rabies",0.2594799347
"COL","m",297,"Tuberculosis",125.1807694
"COL","f",297,"Tuberculosis",75.45736255
"COL","mf",297,"Tuberculosis",200.638132
"COL","m",298,"HIV/AIDS",1250.128996
"COL","f",298,"HIV/AIDS",451.6361362
"COL","mf",298,"HIV/AIDS",1701.765132
"COL","m",302,"Diarrheal diseases",31.8617939
"COL","f",302,"Diarrheal diseases",23.32255291
"COL","mf",302,"Diarrheal diseases",55.18434681
"COL","m",321,"Other intestinal infectious diseases",0.5213325879
"COL","f",321,"Other intestinal infectious diseases",0.2423501142
"COL","mf",321,"Other intestinal infectious diseases",0.7636827021
"COL","m",322,"Lower respiratory infections",406.2926741
"COL","f",322,"Lower respiratory infections",280.100228
"COL","mf",322,"Lower respiratory infections",686.3929022
"COL","m",328,"Upper respiratory infections",1.496723517
"COL","f",328,"Upper respiratory infections",1.175118087
"COL","mf",328,"Upper respiratory infections",2.671841604
"COL","m",329,"Otitis media",0.3565220051
"COL","f",329,"Otitis media",0.0886622964
"COL","mf",329,"Otitis media",0.4451843015
"COL","m",332,"Meningitis",70.45602976
"COL","f",332,"Meningitis",34.7109063
"COL","mf",332,"Meningitis",105.1669361
"COL","m",337,"Encephalitis",51.81935337
"COL","f",337,"Encephalitis",34.81116833
"COL","mf",337,"Encephalitis",86.63052169
"COL","m",338,"Diphtheria",0.1503217419
"COL","f",338,"Diphtheria",0.01436337247
"COL","mf",338,"Diphtheria",0.1646851143
"COL","m",339,"Whooping cough",0.02571922283
"COL","f",339,"Whooping cough",0.01700128831
"COL","mf",339,"Whooping cough",0.04272051114
"COL","m",340,"Tetanus",3.07658818
"COL","f",340,"Tetanus",0.7861902403
"COL","mf",340,"Tetanus",3.86277842
"COL","m",483,"Mesothelioma",9.327928167
"COL","f",483,"Mesothelioma",7.170328305
"COL","mf",483,"Mesothelioma",16.49825647
"COL","m",484,"Hodgkin lymphoma",35.40568794
"COL","f",484,"Hodgkin lymphoma",25.64312007
"COL","mf",484,"Hodgkin lymphoma",61.048808
"COL","m",485,"Non-Hodgkin lymphoma",167.1254444
"COL","f",485,"Non-Hodgkin lymphoma",116.257982
"COL","mf",485,"Non-Hodgkin lymphoma",283.3834264
"COL","m",486,"Multiple myeloma",24.02245175
"COL","f",486,"Multiple myeloma",22.87287255
"COL","mf",486,"Multiple myeloma",46.8953243
"COL","m",487,"Leukemia",356.7164548
"COL","f",487,"Leukemia",278.5879215
"COL","mf",487,"Leukemia",635.3043764
"COL","m",360,"Intestinal nematode infections",0.7685245706
"COL","f",360,"Intestinal nematode infections",0.3000666879
"COL","mf",360,"Intestinal nematode infections",1.068591259
"COL","m",365,"Other neglected tropical diseases",5.417152616
"COL","f",365,"Other neglected tropical diseases",2.793740578
"COL","mf",365,"Other neglected tropical diseases",8.210893194
"COL","f",366,"Maternal disorders",469.8811587
"COL","mf",366,"Maternal disorders",469.8811587
"COL","m",509,"Chronic obstructive pulmonary disease",116.9079231
"COL","f",509,"Chronic obstructive pulmonary disease",83.12793564
"COL","mf",509,"Chronic obstructive pulmonary disease",200.0358588
"COL","m",510,"Pneumoconiosis",7.87744176
"COL","f",510,"Pneumoconiosis",0.490451168
"COL","mf",510,"Pneumoconiosis",8.367892928
"COL","m",515,"Asthma",13.92778193
"COL","f",515,"Asthma",30.65998893
"COL","mf",515,"Asthma",44.58777086
"COL","m",516,"Interstitial lung disease and pulmonary sarcoidosis",28.59662981
"COL","f",516,"Interstitial lung disease and pulmonary sarcoidosis",32.22294497
"COL","mf",516,"Interstitial lung disease and pulmonary sarcoidosis",60.81957479
"COL","m",520,"Other chronic respiratory diseases",38.11162501
"COL","f",520,"Other chronic respiratory diseases",31.06688269
"COL","mf",520,"Other chronic respiratory diseases",69.1785077
"COL","m",521,"Cirrhosis and other chronic liver diseases",293.0382927
"COL","f",521,"Cirrhosis and other chronic liver diseases",132.2843721
"COL","mf",521,"Cirrhosis and other chronic liver diseases",425.3226648
"COL","m",490,"Other neoplasms",29.44260394
"COL","f",490,"Other neoplasms",20.574576
"COL","mf",490,"Other neoplasms",50.01717993
"COL","m",492,"Rheumatic heart disease",12.62093985
"COL","f",492,"Rheumatic heart disease",21.66227348
"COL","mf",492,"Rheumatic heart disease",34.28321333
"COL","m",493,"Ischemic heart disease",1061.99237
"COL","f",493,"Ischemic heart disease",508.978331
"COL","mf",493,"Ischemic heart disease",1570.970701
"COL","m",494,"Stroke",485.9854012
"COL","f",494,"Stroke",521.7480794
"COL","mf",494,"Stroke",1007.733481
"COL","m",498,"Hypertensive heart disease",47.62024544
"COL","f",498,"Hypertensive heart disease",45.75767025
"COL","mf",498,"Hypertensive heart disease",93.37791569
"COL","m",499,"Cardiomyopathy and myocarditis",81.85875127
"COL","f",499,"Cardiomyopathy and myocarditis",38.75127618
"COL","mf",499,"Cardiomyopathy and myocarditis",120.6100275
"COL","m",500,"Atrial fibrillation and flutter",6.441727178
"COL","f",500,"Atrial fibrillation and flutter",8.015943406
"COL","mf",500,"Atrial fibrillation and flutter",14.45767058
"COL","m",501,"Aortic aneurysm",69.85447869
"COL","f",501,"Aortic aneurysm",29.27094417
"COL","mf",501,"Aortic aneurysm",99.12542286
"COL","m",502,"Peripheral artery disease",1.963888232
"COL","f",502,"Peripheral artery disease",1.138441485
"COL","mf",502,"Peripheral artery disease",3.102329717
"COL","m",503,"Endocarditis",58.03804265
"COL","f",503,"Endocarditis",38.62848386
"COL","mf",503,"Endocarditis",96.66652651
"COL","m",504,"Non-rheumatic valvular heart disease",57.3650696
"COL","f",504,"Non-rheumatic valvular heart disease",47.51694567
"COL","mf",504,"Non-rheumatic valvular heart disease",104.8820153
"COL","m",639,"Other musculoskeletal disorders",59.89574665
"COL","f",639,"Other musculoskeletal disorders",325.8169799
"COL","mf",639,"Other musculoskeletal disorders",385.7127266
"COL","m",529,"Appendicitis",36.67876553
"COL","f",529,"Appendicitis",29.24534315
"COL","mf",529,"Appendicitis",65.92410869
"COL","m",530,"Paralytic ileus and intestinal obstruction",76.16122933
"COL","f",530,"Paralytic ileus and intestinal obstruction",44.67057824
"COL","mf",530,"Paralytic ileus and intestinal obstruction",120.8318076
"COL","m",531,"Inguinal, foral, and abdominal hernia",10.4982797
"COL","f",531,"Inguinal, foral, and abdominal hernia",5.296386325
"COL","mf",531,"Inguinal, foral, and abdominal hernia",15.79466602
"COL","m",695,"Other transport injuries",182.8568587
"COL","f",695,"Other transport injuries",28.73122136
"COL","mf",695,"Other transport injuries",211.5880801
"COL","m",697,"Falls",378.3942909
"COL","f",697,"Falls",37.28360201
"COL","mf",697,"Falls",415.6778929
"COL","m",641,"Congenital birth defects",94.57130759
"COL","f",641,"Congenital birth defects",86.57113759
"COL","mf",641,"Congenital birth defects",181.1424452
"COL","m",665,"Decubitus ulcer",16.65607988
"COL","f",665,"Decubitus ulcer",7.517531879
"COL","mf",665,"Decubitus ulcer",24.17361176
"COL","m",668,"Other skin and subcutaneous diseases",2.275962499
"COL","f",668,"Other skin and subcutaneous diseases",4.213611178
"COL","mf",668,"Other skin and subcutaneous diseases",6.489573677
"COL","m",689,"Road injuries",3698.007463
"COL","f",689,"Road injuries",713.2547227
"COL","mf",689,"Road injuries",4411.262185
"COL","m",423,"Larynx cancer",17.0207957
"COL","f",423,"Larynx cancer",7.454270416
"COL","mf",423,"Larynx cancer",24.47506612
"COL","m",426,"Tracheal, bronchus, and lung cancer",158.0503881
"COL","f",426,"Tracheal, bronchus, and lung cancer",172.8047114
"COL","mf",426,"Tracheal, bronchus, and lung cancer",330.8550995
"COL","m",429,"Breast cancer",2.41291868
"COL","f",429,"Breast cancer",683.4740668
"COL","mf",429,"Breast cancer",685.8869855
"COL","f",432,"Cervical cancer",619.5492845
"COL","mf",432,"Cervical cancer",619.5492845
"COL","f",435,"Uterine cancer",30.77421287
"COL","mf",435,"Uterine cancer",30.77421287
"COL","m",438,"Prostate cancer",25.60111279
"COL","mf",438,"Prostate cancer",25.60111279
"COL","m",441,"Colon and rectum cancer",232.9963469
"COL","f",441,"Colon and rectum cancer",257.1505163
"COL","mf",441,"Colon and rectum cancer",490.1468632
"COL","m",444,"Lip and oral cavity cancer",22.43457518
"COL","f",444,"Lip and oral cavity cancer",17.44321751
"COL","mf",444,"Lip and oral cavity cancer",39.8777927
"COL","m",447,"Nasopharynx cancer",9.272549189
"COL","f",447,"Nasopharynx cancer",4.22269205
"COL","mf",447,"Nasopharynx cancer",13.49524124
"COL","m",450,"Other pharynx cancer",7.133737932
"COL","f",450,"Other pharynx cancer",3.691863323
"COL","mf",450,"Other pharynx cancer",10.82560125
"COL","m",453,"Gallbladder and biliary tract cancer",23.16876913
"COL","f",453,"Gallbladder and biliary tract cancer",49.44945424
"COL","mf",453,"Gallbladder and biliary tract cancer",72.61822337
"COL","m",456,"Pancreatic cancer",84.98282105
"COL","f",456,"Pancreatic cancer",74.89843997
"COL","mf",456,"Pancreatic cancer",159.881261
"COL","m",459,"Malignant skin melanoma",36.3524042
"COL","f",459,"Malignant skin melanoma",33.25786735
"COL","mf",459,"Malignant skin melanoma",69.61027155
"COL","m",462,"Non-melanoma skin cancer",18.73761465
"COL","f",462,"Non-melanoma skin cancer",15.31405591
"COL","mf",462,"Non-melanoma skin cancer",34.05167056
"COL","f",465,"Ovarian cancer",234.0026742
"COL","mf",465,"Ovarian cancer",234.0026742
"COL","m",468,"Testicular cancer",98.2310234
"COL","mf",468,"Testicular cancer",98.2310234
"COL","m",471,"Kidney cancer",44.64128986
"COL","f",471,"Kidney cancer",29.57095376
"COL","mf",471,"Kidney cancer",74.21224362
"COL","m",474,"Bladder cancer",13.266691
"COL","f",474,"Bladder cancer",10.74704855
"COL","mf",474,"Bladder cancer",24.01373954
"COL","m",477,"Brain and central nervous system cancer",206.4816539
"COL","f",477,"Brain and central nervous system cancer",146.099322
"COL","mf",477,"Brain and central nervous system cancer",352.5809759
"COL","m",480,"Thyroid cancer",10.12431907
"COL","f",480,"Thyroid cancer",19.57008544
"COL","mf",480,"Thyroid cancer",29.69440452
"COL","m",588,"Acute glomerulonephritis",0.5591826046
"COL","f",588,"Acute glomerulonephritis",0.6234059548
"COL","mf",588,"Acute glomerulonephritis",1.182588559
"COL","m",589,"Chronic kidney disease",331.1550186
"COL","f",589,"Chronic kidney disease",289.2132474
"COL","mf",589,"Chronic kidney disease",620.3682659
"COL","m",594,"Urinary diseases and m infertility",55.51443535
"COL","f",594,"Urinary diseases and m infertility",71.49013043
"COL","mf",594,"Urinary diseases and m infertility",127.0045658
"COL","f",603,"Gynecological diseases",6.407554251
"COL","mf",603,"Gynecological diseases",6.407554251
"COL","m",613,"Hemoglobinopathies and hemolytic anemias",33.30095823
"COL","f",613,"Hemoglobinopathies and hemolytic anemias",34.29284843
"COL","mf",613,"Hemoglobinopathies and hemolytic anemias",67.59380666
"COL","m",619,"Endocrine, metabolic, blood, and immune disorders",104.366191
"COL","f",619,"Endocrine, metabolic, blood, and immune disorders",128.0247598
"COL","mf",619,"Endocrine, metabolic, blood, and immune disorders",232.3909509
"COL","m",627,"Rheumatoid arthritis",4.726674648
"COL","f",627,"Rheumatoid arthritis",17.4441857
"COL","mf",627,"Rheumatoid arthritis",22.17086035
"COL","m",935,"Zika virus",0.02037248164
"COL","f",935,"Zika virus",0.01016726602
"COL","mf",935,"Zika virus",0.03053974766
"COM","m",365,"Other neglected tropical diseases",0.02813473669
"COM","f",365,"Other neglected tropical diseases",0.0239440611
"COM","mf",365,"Other neglected tropical diseases",0.05207879779
"COM","f",366,"Maternal disorders",25.38113649
"COM","mf",366,"Maternal disorders",25.38113649
"COM","m",387,"Protein-energy malnutrition",3.012179211
"COM","f",387,"Protein-energy malnutrition",3.355914576
"COM","mf",387,"Protein-energy malnutrition",6.368093787
"COM","m",391,"Other nutritional deficiencies",0.1504955655
"COM","f",391,"Other nutritional deficiencies",0.4140891559
"COM","mf",391,"Other nutritional deficiencies",0.5645847214
"COM","m",393,"Sexually transmitted infections excluding HIV",0.2359589617
"COM","f",393,"Sexually transmitted infections excluding HIV",0.8265859485
"COM","mf",393,"Sexually transmitted infections excluding HIV",1.06254491
"COM","m",400,"Acute hepatitis",2.03935758
"COM","f",400,"Acute hepatitis",1.918798455
"COM","mf",400,"Acute hepatitis",3.958156034
"COM","m",408,"Other unspecified infectious diseases",0.3229750287
"COM","f",408,"Other unspecified infectious diseases",0.3946664886
"COM","mf",408,"Other unspecified infectious diseases",0.7176415173
"COM","m",529,"Appendicitis",0.7222036536
"COM","f",529,"Appendicitis",0.4935838163
"COM","mf",529,"Appendicitis",1.21578747
"COM","m",530,"Paralytic ileus and intestinal obstruction",8.334433587
"COM","f",530,"Paralytic ileus and intestinal obstruction",1.220260537
"COM","mf",530,"Paralytic ileus and intestinal obstruction",9.554694124
"COM","m",531,"Inguinal, foral, and abdominal hernia",0.4413053674
"COM","f",531,"Inguinal, foral, and abdominal hernia",0.1215894683
"COM","mf",531,"Inguinal, foral, and abdominal hernia",0.5628948358
"COM","m",532,"Inflammatory bowel disease",0.4536820274
"COM","f",532,"Inflammatory bowel disease",0.3333385707
"COM","mf",532,"Inflammatory bowel disease",0.7870205981
"COM","m",533,"Vascular intestinal disorders",0.2917046082
"COM","f",533,"Vascular intestinal disorders",0.1989638977
"COM","mf",533,"Vascular intestinal disorders",0.4906685058
"COM","m",534,"Gallbladder and biliary diseases",0.8003737264
"COM","f",534,"Gallbladder and biliary diseases",1.269012932
"COM","mf",534,"Gallbladder and biliary diseases",2.069386658
"COM","m",535,"Pancreatitis",2.007713741
"COM","f",535,"Pancreatitis",0.4538646938
"COM","mf",535,"Pancreatitis",2.461578435
"COM","m",541,"Other digestive diseases",1.147756426
"COM","f",541,"Other digestive diseases",1.325557642
"COM","mf",541,"Other digestive diseases",2.473314067
"COM","m",543,"Alzheimer's disease and other dementias",0.1885263395
"COM","f",543,"Alzheimer's disease and other dementias",0.1873017205
"COM","mf",543,"Alzheimer's disease and other dementias",0.37582806
"COM","m",544,"Parkinson's disease",0.09478967305
"COM","f",544,"Parkinson's disease",0.06657451197
"COM","mf",544,"Parkinson's disease",0.161364185
"COM","m",545,"Idiopathic epilepsy",4.1984827
"COM","f",545,"Idiopathic epilepsy",2.606667541
"COM","mf",545,"Idiopathic epilepsy",6.805150241
"COM","m",546,"Multiple sclerosis",0.1018715665
"COM","f",546,"Multiple sclerosis",0.1796920847
"COM","mf",546,"Multiple sclerosis",0.2815636512
"COM","m",554,"Motor neuron disease",0.008056192277
"COM","f",554,"Motor neuron disease",0.02177747525
"COM","mf",554,"Motor neuron disease",0.02983366753
"COM","m",557,"Other neurological disorders",0.4105684032
"COM","f",557,"Other neurological disorders",0.2922846518
"COM","mf",557,"Other neurological disorders",0.702853055
"COM","m",560,"Alcohol use disorders",1.381465288
"COM","f",560,"Alcohol use disorders",0.2786185441
"COM","mf",560,"Alcohol use disorders",1.660083832
"COM","m",561,"Drug use disorders",0.9234474409
"COM","f",561,"Drug use disorders",0.1115157743
"COM","mf",561,"Drug use disorders",1.034963215
"COM","m",337,"Encephalitis",0.5324531215
"COM","f",337,"Encephalitis",0.3446865896
"COM","mf",337,"Encephalitis",0.877139711
"COM","m",338,"Diphtheria",0.007895009679
"COM","f",338,"Diphtheria",0.006228425027
"COM","mf",338,"Diphtheria",0.01412343471
"COM","m",339,"Whooping cough",0.15697247
"COM","f",339,"Whooping cough",0.1755958496
"COM","mf",339,"Whooping cough",0.3325683196
"COM","m",340,"Tetanus",0.8154465363
"COM","f",340,"Tetanus",0.4375492612
"COM","mf",340,"Tetanus",1.252995797
"COM","m",341,"Measles",0.3322282047
"COM","f",341,"Measles",0.4688774349
"COM","mf",341,"Measles",0.8011056396
"COM","m",712,"Foreign body",2.429955985
"COM","f",712,"Foreign body",1.002959097
"COM","mf",712,"Foreign body",3.432915082
"COM","m",716,"Other unintentional injuries",2.892121634
"COM","f",716,"Other unintentional injuries",0.8131163094
"COM","mf",716,"Other unintentional injuries",3.705237943
"COM","m",718,"Self-harm",12.75089438
"COM","f",718,"Self-harm",6.114047102
"COM","mf",718,"Self-harm",18.86494148
"COM","m",724,"Interpersonal violence",37.3784377
"COM","f",724,"Interpersonal violence",8.161148333
"COM","mf",724,"Interpersonal violence",45.53958604
"COM","m",729,"Exposure to forces of nature",2.757562786
"COM","f",729,"Exposure to forces of nature",1.279342646
"COM","mf",729,"Exposure to forces of nature",4.036905433
"COM","m",842,"Environmental heat and cold exposure",1.428279379
"COM","f",842,"Environmental heat and cold exposure",0.4092924477
"COM","mf",842,"Environmental heat and cold exposure",1.837571827
"COM","m",843,"Ebola",0
"COM","f",843,"Ebola",0
"COM","mf",843,"Ebola",0
"COM","m",342,"Varicella and herpes zoster",0.1576257473
"COM","f",342,"Varicella and herpes zoster",0.1510035922
"COM","mf",342,"Varicella and herpes zoster",0.3086293394
"COM","m",345,"Malaria",45.48903285
"COM","f",345,"Malaria",44.37243433
"COM","mf",345,"Malaria",89.86146718
"COM","m",346,"Chagas disease",0
"COM","f",346,"Chagas disease",0
"COM","mf",346,"Chagas disease",0
"COM","m",347,"Leishmaniasis",0
"COM","f",347,"Leishmaniasis",0
"COM","mf",347,"Leishmaniasis",0
"COM","m",350,"African trypanosomiasis",0
"COM","f",350,"African trypanosomiasis",0
"COM","mf",350,"African trypanosomiasis",0
"COM","m",351,"Schistosomiasis",0
"COM","f",351,"Schistosomiasis",0
"COM","mf",351,"Schistosomiasis",0
"COM","m",352,"Cysticercosis",0.01360905903
"COM","f",352,"Cysticercosis",0.01347335582
"COM","mf",352,"Cysticercosis",0.02708241485
"COM","m",353,"Cystic echinococcosis",0.003730621903
"COM","f",353,"Cystic echinococcosis",0.003313910658
"COM","mf",353,"Cystic echinococcosis",0.007044532561
"COM","m",357,"Dengue",0.00318990851
"COM","f",357,"Dengue",0.001759381005
"COM","mf",357,"Dengue",0.004949289515
"COM","m",358,"Yellow fever",0
"COM","f",358,"Yellow fever",0
"COM","mf",358,"Yellow fever",0
"COM","m",359,"Rabies",0.3612513493
"COM","f",359,"Rabies",0.08675464823
"COM","mf",359,"Rabies",0.4480059976
"COM","m",360,"Intestinal nematode infections",0.006435575248
"COM","f",360,"Intestinal nematode infections",0.005932829625
"COM","mf",360,"Intestinal nematode infections",0.01236840487
"COM","m",501,"Aortic aneurysm",0.6561675222
"COM","f",501,"Aortic aneurysm",0.3721028809
"COM","mf",501,"Aortic aneurysm",1.028270403
"COM","m",502,"Peripheral artery disease",0.07761577945
"COM","f",502,"Peripheral artery disease",0.03149984908
"COM","mf",502,"Peripheral artery disease",0.1091156285
"COM","m",503,"Endocarditis",0.9305399934
"COM","f",503,"Endocarditis",0.754310384
"COM","mf",503,"Endocarditis",1.684850377
"COM","m",504,"Non-rheumatic valvular heart disease",0.5061136327
